date,startup,vertical,subvertical,city,investors,round,amount,month,year
2016-03-01,Byjuxe2x80x99s,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,623.775,March,2016
2016-03-01,BigBasket,eCommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,1247.55,March,2016
2016-03-01,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,4.9902,March,2016
2016-03-01,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,2.99412,March,2016
2016-03-03,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,0.8317,March,2016
2016-03-03,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,2.4951,March,2016
2016-03-03,Kincar,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,2.74461,March,2016
2016-03-03,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,4.1585,March,2016
2016-04-03,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,1.24755,April,2016
2016-08-03,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,2.4951,August,2016
